Gene	Accession	Chromosome	End	Start	Strand
Gm45442	ENSMUSG00000110208	7	45924174	45922215	-
Abcc6	ENSMUSG00000030834	7	46030302	45967555	-
Kcnj11	ENSMUSG00000096146	7	46100764	46093953	-
Abcc8	ENSMUSG00000040136	7	46180033	46104523	-
Ush1c	ENSMUSG00000030838	7	46238503	46195350	-
1700025L06Rik	ENSMUSG00000109962	7	46349373	46345771	-
Sergef	ENSMUSG00000030839	7	46639807	46443154	-
Gm45311	ENSMUSG00000110316	7	46512780	46511451	-
Tph1	ENSMUSG00000040046	7	46672537	46644641	-
Saal1	ENSMUSG00000006763	7	46710680	46686108	-
Saa3	ENSMUSG00000040026	7	46715700	46711998	-
Saa4	ENSMUSG00000040017	7	46732603	46727998	-
Saa1	ENSMUSG00000074115	7	46742980	46740497	-
Hps5	ENSMUSG00000014418	7	46796064	46760466	-
Gm45309	ENSMUSG00000110087	7	46785546	46784746	-
Tsg101	ENSMUSG00000014402	7	46919969	46888949	-
Uevld	ENSMUSG00000043262	7	46958527	46923216	-
C86187	ENSMUSG00000110001	7	46975911	46967711	-
Spty2d1	ENSMUSG00000049516	7	47008411	46990396	-
Gm45474	ENSMUSG00000109634	7	47050296	47049889	-
Ptpn5	ENSMUSG00000030854	7	47133684	47077795	-
Gm44969	ENSMUSG00000109200	7	47144322	47142157	-
Mrgpra6	ENSMUSG00000052303	7	47204920	47185707	-
Mrgpra9	ENSMUSG00000074111	7	47252848	47234861	-
Mrgpra1	ENSMUSG00000050650	7	47354240	47334875	-
Mrgpra2a	ENSMUSG00000093973	7	47452139	47426328	-
Mrgpra2b	ENSMUSG00000096719	7	47528862	47463806	-
Mrgpra3	ENSMUSG00000078698	7	47601372	47588950	-
Mrgpra4	ENSMUSG00000067173	7	47982095	47980837	-
Mrgprx1	ENSMUSG00000070552	7	48027597	48020971	-
Mrgprb5	ENSMUSG00000070551	7	48169019	48167983	-
Mrgprb4	ENSMUSG00000070550	7	48199288	48198070	-
Mrgprb1	ENSMUSG00000070547	7	48456342	48444113	-
Mrgprx2	ENSMUSG00000074109	7	48499321	48478619	-
Mrgprb2	ENSMUSG00000050425	7	48558086	48550965	-
Mrgprb3	ENSMUSG00000070546	7	48643811	48642803	-
Gm45086	ENSMUSG00000109170	7	48726822	48724380	-
Csrp3	ENSMUSG00000030470	7	48848033	48830398	-
E2f8	ENSMUSG00000046179	7	48881596	48866429	-
Gm45282	ENSMUSG00000110093	7	48910062	48893685	-
9130015G15Rik	ENSMUSG00000108950	7	49159819	49122334	-
Dbx1	ENSMUSG00000030507	7	49636849	49631499	-
Nell1os	ENSMUSG00000085265	7	50575971	50517309	-
Gm29296	ENSMUSG00000102124	7	51772726	51750796	-
Fancf	ENSMUSG00000092118	7	51862267	51860577	-
Svip	ENSMUSG00000074093	7	52006018	51997171	-
1700015G11Rik	ENSMUSG00000094445	7	52015728	52011683	-
Nipa2	ENSMUSG00000030452	7	55962476	55931287	-
Nipa1	ENSMUSG00000047037	7	56019954	55977567	-
Gm34121	ENSMUSG00000108659	7	56049974	56038866	-
Gm44506	ENSMUSG00000108773	7	56243150	56242186	-
Gabrg3	ENSMUSG00000055026	7	57387188	56716465	-
Gabra5	ENSMUSG00000055078	7	57510059	57407672	-
Snhg14	ENSMUSG00000100826	7	59975759	59307924	-
Gm38393	ENSMUSG00000000948	7	60005064	59974149	-
Snrpn	ENSMUSG00000102252	7	60140219	59982495	-
Snurf	ENSMUSG00000102627	7	60005049	59995449	-
Gm44644	ENSMUSG00000109121	7	60922910	60915550	-
Gm44643	ENSMUSG00000108867	7	60961385	60922922	-
A230006K03Rik	ENSMUSG00000068151	7	61311721	61127996	-
B230209E15Rik	ENSMUSG00000109006	7	61615327	61529871	-
A230057D06Rik	ENSMUSG00000109394	7	61928690	61704519	-
A330076H08Rik	ENSMUSG00000109321	7	61982358	61930137	-
Gm9801	ENSMUSG00000045813	7	62209479	62094506	-
Gm32061	ENSMUSG00000108986	7	62423245	62337794	-
Mkrn3	ENSMUSG00000070527	7	62420139	62417593	-
Peg12	ENSMUSG00000070526	7	62464510	62461871	-
A26c2	ENSMUSG00000109344	7	62823673	62778423	-
Chrna7	ENSMUSG00000030525	7	63212569	63098692	-
4930554H23Rik	ENSMUSG00000097682	7	63444529	63344690	-
Klf13	ENSMUSG00000052040	7	63938915	63886351	-
Gm45054	ENSMUSG00000108469	7	64040826	64034246	-
Gm20457	ENSMUSG00000092187	7	64345964	64337550	-
Fan1	ENSMUSG00000033458	7	64374095	64346758	-
Mphosph10	ENSMUSG00000030521	7	64392268	64376527	-
Fam189a1	ENSMUSG00000030518	7	65156570	64756091	-
Nsmce3	ENSMUSG00000070520	7	64872997	64867052	-
1810049I09Rik	ENSMUSG00000108587	7	65213429	65212814	-
Tjp1	ENSMUSG00000030516	7	65527781	65296165	-
Gm20684	ENSMUSG00000093405	7	65861992	65861006	-
Gm45081	ENSMUSG00000108777	7	66079473	66078902	-
Gm26827	ENSMUSG00000097634	7	66173121	66109515	-
Lrrk1	ENSMUSG00000015133	7	66388350	66226912	-
Aldh1a3	ENSMUSG00000015134	7	66427517	66390890	-
Asb7	ENSMUSG00000030509	7	66689596	66644565	-
1700112J16Rik	ENSMUSG00000097527	7	67222536	67204082	-
Mef2a	ENSMUSG00000030557	7	67372858	67231163	-
Gm33926	ENSMUSG00000109329	7	67443933	67429073	-
Lrrc28	ENSMUSG00000030556	7	67645268	67513410	-
Synm	ENSMUSG00000030554	7	67759742	67730160	-
4833412C05Rik	ENSMUSG00000097697	7	67804139	67784538	-
Gm39027	ENSMUSG00000109193	7	67849632	67832291	-
Pgpep1l	ENSMUSG00000030553	7	68264233	68236610	-
Gm16157	ENSMUSG00000086628	7	68276594	68266339	-
Gm16158	ENSMUSG00000086410	7	68353201	68338668	-
Gm44692	ENSMUSG00000108876	7	68726467	68719170	-
Arrdc4	ENSMUSG00000042659	7	68749241	68736995	-
Gm34664	ENSMUSG00000109407	7	68916016	68843099	-
Gm34838	ENSMUSG00000110028	7	69396932	69354372	-
Gm38584	ENSMUSG00000109153	7	69490801	69485424	-
Gm29683	ENSMUSG00000109097	7	70337852	70178868	-
Gm29327	ENSMUSG00000099387	7	70249776	70248973	-
Gm44946	ENSMUSG00000109361	7	70345810	70345239	-
Gm44948	ENSMUSG00000109364	7	70347696	70347548	-
Nr2f2	ENSMUSG00000030551	7	70366735	70351944	-
Gm28258	ENSMUSG00000101559	7	70388410	70372038	-
Gm44532	ENSMUSG00000108869	7	70453222	70420915	-
Gm36011	ENSMUSG00000109003	7	71116539	71088427	-
Gm44689	ENSMUSG00000108978	7	71688447	71681775	-
Gm36633	ENSMUSG00000108480	7	71962018	71947520	-
Mctp2	ENSMUSG00000032776	7	72306608	72077830	-
Gm45715	ENSMUSG00000108493	7	72157133	72156094	-
Gm28745	ENSMUSG00000100138	7	72637516	72637212	-
Gm28744	ENSMUSG00000100670	7	72668356	72668017	-
Gm6567	ENSMUSG00000108383	7	73102068	73097749	-
Gm28746	ENSMUSG00000101843	7	73185393	73185014	-
Gm30075	ENSMUSG00000108513	7	73238531	73202775	-
A730056A06Rik	ENSMUSG00000097756	7	73375774	73314003	-
Chd2	ENSMUSG00000078671	7	73541830	73426638	-
1810026B05Rik	ENSMUSG00000101970	7	73558386	73544036	-
Gm44738	ENSMUSG00000108497	7	73627435	73626701	-
Gm44736	ENSMUSG00000108550	7	73672390	73670299	-
Gm44739	ENSMUSG00000108473	7	73678305	73676880	-
Gm10619	ENSMUSG00000074067	7	73816503	73781429	-
St8sia2	ENSMUSG00000025789	7	74013690	73939119	-
Gm45004	ENSMUSG00000108725	7	74043738	74034632	-
Slco3a1	ENSMUSG00000025790	7	74554780	74275419	-
0610006L08Rik	ENSMUSG00000108652	7	74853813	74818818	-
Sv2b	ENSMUSG00000053025	7	75309262	75114894	-
AU020206	ENSMUSG00000097415	7	75782099	75769038	-
Ntrk3	ENSMUSG00000059146	7	78738012	78175959	-
Gm39038	ENSMUSG00000108390	7	78575232	78560635	-
Mrpl46	ENSMUSG00000030612	7	78783531	78775236	-
Det1	ENSMUSG00000030610	7	78847263	78821547	-
Gm44730	ENSMUSG00000108385	7	78858442	78855488	-
Gm26633	ENSMUSG00000097441	7	79053323	79018053	-
Hapln3	ENSMUSG00000030606	7	79131018	79115102	-
Mfge8	ENSMUSG00000030605	7	79149060	79133768	-
Gm31510	ENSMUSG00000108387	7	79273035	79271688	-
Rlbp1	ENSMUSG00000039194	7	79387048	79374870	-
Polg	ENSMUSG00000039176	7	79466362	79446231	-
Gm45168	ENSMUSG00000108373	7	79579079	79577755	-
Gm45169	ENSMUSG00000108776	7	79592613	79586648	-
Rhcg	ENSMUSG00000030549	7	79617657	79593363	-
Kif7	ENSMUSG00000050382	7	79715720	79698098	-
Plin1	ENSMUSG00000030546	7	79732903	79720218	-
Pex11a	ENSMUSG00000030545	7	79743131	79735957	-
Mesp1	ENSMUSG00000030544	7	79793788	79792241	-
Anpep	ENSMUSG00000039062	7	79861059	79821803	-
Ap3s2	ENSMUSG00000063801	7	79920649	79875325	-
Arpin	ENSMUSG00000039043	7	79935359	79925361	-
Gm21057	ENSMUSG00000108714	7	80075267	80062710	-
Gm44949	ENSMUSG00000108655	7	80090431	80088982	-
Idh2	ENSMUSG00000030541	7	80115392	80094846	-
Cib1	ENSMUSG00000030538	7	80232813	80227147	-
Rccd1	ENSMUSG00000038930	7	80324454	80293229	-
Unc45a	ENSMUSG00000030533	7	80347993	80325292	-
Man2a2	ENSMUSG00000038886	7	80371375	80349097	-
Fes	ENSMUSG00000053158	7	80387946	80377756	-
Furin	ENSMUSG00000030530	7	80405436	80388585	-
Blm	ENSMUSG00000030528	7	80535119	80454733	-
Crtc3	ENSMUSG00000030527	7	80688877	80586627	-
Iqgap1	ENSMUSG00000030536	7	80825974	80711583	-
Wdr73	ENSMUSG00000025722	7	80901269	80890723	-
Nmb	ENSMUSG00000025723	7	80905076	80902227	-
Sec11a	ENSMUSG00000025724	7	80947780	80904889	-
Gm44899	ENSMUSG00000109008	7	80993415	80980846	-
Rps17	ENSMUSG00000061787	7	81345254	81342732	-
Cpeb1	ENSMUSG00000025586	7	81455465	81347026	-
Ap3b2	ENSMUSG00000062444	7	81493925	81460399	-
BC048679	ENSMUSG00000061877	7	81498281	81494275	-
Fsd2	ENSMUSG00000038663	7	81566944	81533308	-
Homer2	ENSMUSG00000025813	7	81707527	81600481	-
3110040N11Rik	ENSMUSG00000025102	7	81789478	81782182	-
Btbd1	ENSMUSG00000025103	7	81829431	81792074	-
Gm10160	ENSMUSG00000066378	7	81855794	81855533	-
Gm45014	ENSMUSG00000109110	7	81862527	81860293	-
Hdgfl3	ENSMUSG00000025104	7	81934473	81881251	-
Bnc1	ENSMUSG00000025105	7	81992307	81966653	-
Gm45056	ENSMUSG00000108987	7	82120432	82115766	-
Gm45090	ENSMUSG00000108845	7	82157024	82155877	-
Saxo2	ENSMUSG00000038570	7	82648528	82632960	-
4933406J10Rik	ENSMUSG00000086690	7	82755644	82743368	-
Gm36584	ENSMUSG00000109383	7	82867074	82852498	-
4933430H16Rik	ENSMUSG00000109106	7	82940688	82937936	-
5930435M05Rik	ENSMUSG00000108861	7	83201586	83178570	-
Gm44724	ENSMUSG00000109506	7	83369429	83327738	-
Gm10610	ENSMUSG00000094841	7	83550258	83536192	-
Gm16638	ENSMUSG00000087088	7	83631880	83597048	-
Il16	ENSMUSG00000001741	7	83745726	83642825	-
Cfap161	ENSMUSG00000011154	7	83794880	83774101	-
Gm44993	ENSMUSG00000109248	7	83834599	83800422	-
Tlnrd1	ENSMUSG00000070462	7	83884305	83879873	-
Cemip	ENSMUSG00000052353	7	84086502	83932857	-
Abhd17c	ENSMUSG00000038459	7	84151893	84109356	-
Gm44827	ENSMUSG00000109091	7	84232919	84226829	-
Arnt2	ENSMUSG00000015709	7	84410176	84246278	-
Gm44933	ENSMUSG00000108864	7	84439226	84435993	-
Gm45175	ENSMUSG00000109347	7	84444551	84442831	-
Fah	ENSMUSG00000030630	7	84606722	84585159	-
Zfand6	ENSMUSG00000030629	7	84689959	84613766	-
Vmn2r65	ENSMUSG00000066372	7	84964115	84935565	-
Vmn2r66	ENSMUSG00000094950	7	85012268	84985366	-
Vmn2r67	ENSMUSG00000095664	7	85155998	85126967	-
Vmn2r68	ENSMUSG00000096861	7	85237783	85221138	-
Vmn2r69	ENSMUSG00000091006	7	85415920	85393826	-
Vmn2r70	ENSMUSG00000090806	7	85569192	85548407	-
Vmn2r72	ENSMUSG00000051877	7	85755097	85735940	-
Vmn2r73	ENSMUSG00000070458	7	85876266	85850673	-
Vmn2r74	ENSMUSG00000090774	7	85961629	85944614	-
Vmn2r75	ENSMUSG00000090436	7	86171778	86145286	-
Vmn2r76	ENSMUSG00000091239	7	86246308	86202024	-
Olfr310	ENSMUSG00000057540	7	86277172	86268487	-
Olfr309	ENSMUSG00000054054	7	86313708	86304474	-
Olfr308	ENSMUSG00000054498	7	86325630	86318218	-
Olfr307	ENSMUSG00000055610	7	86337586	86332176	-
Olfr305	ENSMUSG00000055571	7	86366928	86360854	-
Olfr304	ENSMUSG00000062426	7	86386658	86385657	-
Olfr303	ENSMUSG00000039608	7	86397789	86391810	-
Olfr298	ENSMUSG00000062878	7	86492484	86486322	-
Olfr294	ENSMUSG00000062042	7	86616643	86615636	-
Folh1	ENSMUSG00000001773	7	86775943	86718977	-
Tyr	ENSMUSG00000004651	7	87493512	87424771	-
Gm45144	ENSMUSG00000109278	7	88864892	88853043	-
Tmem135	ENSMUSG00000039428	7	89404222	89139714	-
Prss23	ENSMUSG00000039405	7	89527187	89507783	-
A230065N10Rik	ENSMUSG00000092071	7	89633124	89632097	-
Ccdc81	ENSMUSG00000039391	7	89903629	89866148	-
Hikeshi	ENSMUSG00000062797	7	89941204	89917529	-
Eed	ENSMUSG00000030619	7	89980983	89954654	-
2310010J17Rik	ENSMUSG00000097162	7	90129984	90124822	-
Ccdc83	ENSMUSG00000030617	7	90265777	90223873	-
Tmem126a	ENSMUSG00000030615	7	90457229	90450700	-
Tmem126b	ENSMUSG00000030614	7	90476001	90467438	-
4930567K12Rik	ENSMUSG00000109382	7	92119511	92092206	-
Ankrd42	ENSMUSG00000041343	7	92637142	92581723	-
Pcf11	ENSMUSG00000041328	7	92669934	92643543	-
4632427E13Rik	ENSMUSG00000074024	7	92741468	92734166	-
Ddias	ENSMUSG00000030641	7	92874247	92857525	-
Gm9934	ENSMUSG00000054061	7	93081027	93052081	-
Gm44947	ENSMUSG00000109175	7	93323950	93290700	-
Gm44601	ENSMUSG00000108315	7	94372572	94368983	-
Gm15412	ENSMUSG00000085751	7	96341964	96339483	-
Gm15414	ENSMUSG00000085792	7	96629069	96596652	-
Gm15413	ENSMUSG00000053049	7	96801549	96791433	-
Gm15416	ENSMUSG00000085443	7	96817485	96812433	-
Gm44633	ENSMUSG00000108635	7	96818306	96813869	-
C230038L03Rik	ENSMUSG00000085560	7	96951886	96906826	-
Usp35	ENSMUSG00000035713	7	97332020	97309380	-
Thrsp	ENSMUSG00000035686	7	97417730	97412938	-
Aamdc	ENSMUSG00000035642	7	97579497	97550331	-
Rsf1os1	ENSMUSG00000086433	7	97645112	97598349	-
Rsf1os2	ENSMUSG00000086993	7	97696828	97650010	-
Aqp11	ENSMUSG00000042797	7	97738289	97724006	-
Myo7a	ENSMUSG00000030761	7	98119524	98051060	-
Capn5	ENSMUSG00000035547	7	98178274	98121559	-
Omp	ENSMUSG00000074006	7	98145502	98143359	-
B3gnt6	ENSMUSG00000074004	7	98199481	98192417	-
Acer3	ENSMUSG00000030760	7	98321208	98206389	-
Tsku	ENSMUSG00000049580	7	98361328	98350668	-
Gm44507	ENSMUSG00000108449	7	98415624	98388091	-
A630091E08Rik	ENSMUSG00000055446	7	98562990	98543320	-
Emsy	ENSMUSG00000035401	7	98656783	98587137	-
Gm19656	ENSMUSG00000109149	7	98728760	98720057	-
Gm44934	ENSMUSG00000108988	7	98735081	98734747	-
Uvrag	ENSMUSG00000035354	7	99141141	98885021	-
Dgat2	ENSMUSG00000030747	7	99182719	99153658	-
Mogat2	ENSMUSG00000052396	7	99238619	99219084	-
Gm26705	ENSMUSG00000097015	7	99267218	99260481	-
Serpinh1	ENSMUSG00000070436	7	99353239	99345376	-
Rps3	ENSMUSG00000030744	7	99483738	99477896	-
Tpbgl	ENSMUSG00000096606	7	99627103	99624082	-
Slco2b1	ENSMUSG00000030737	7	99711340	99657804	-
F730035P03Rik	ENSMUSG00000053360	7	99781539	99780001	-
Neu3	ENSMUSG00000035239	7	99828417	99811439	-
Spcs2	ENSMUSG00000035227	7	99863462	99837569	-
Gm38405	ENSMUSG00000109002	7	99889358	99870666	-
Rnf169	ENSMUSG00000058761	7	99980448	99920254	-
Pold3	ENSMUSG00000030726	7	100121565	100082111	-
Gm34821	ENSMUSG00000109186	7	100227207	100171416	-
Ppme1	ENSMUSG00000030718	7	100372307	100326737	-
Gm10603	ENSMUSG00000099137	7	100474846	100446737	-
Dnajb13	ENSMUSG00000030708	7	100514960	100501716	-
Gm39059	ENSMUSG00000109123	7	100543180	100542338	-
Mrpl48	ENSMUSG00000030706	7	100608301	100545751	-
Plekhb1	ENSMUSG00000030701	7	100662414	100642892	-
Relt	ENSMUSG00000008318	7	100863446	100845847	-
Arhgef17	ENSMUSG00000032875	7	100932107	100869752	-
P2ry6	ENSMUSG00000048779	7	100974649	100937630	-
P2ry2	ENSMUSG00000032860	7	101012866	100996568	-
Atg16l2	ENSMUSG00000047767	7	101302251	101263034	-
Gm20476	ENSMUSG00000092364	7	101326231	101317724	-
Gm45620	ENSMUSG00000110239	7	101347984	101347409	-
Gm35363	ENSMUSG00000110301	7	101538330	101525376	-
Art2b	ENSMUSG00000030651	7	101585600	101576970	-
Inppl1	ENSMUSG00000032737	7	101838229	101822632	-
Folr2	ENSMUSG00000032725	7	101857194	101839988	-
Folr1	ENSMUSG00000001827	7	101870788	101858331	-
Tomt	ENSMUSG00000078630	7	101906359	101898370	-
Lrrc51	ENSMUSG00000064307	7	101933895	101912984	-
Il18bp	ENSMUSG00000070427	7	102018690	102014885	-
Rnf121	ENSMUSG00000070426	7	102065469	102019137	-
Art5	ENSMUSG00000070424	7	102109489	102096879	-
Chrna10	ENSMUSG00000066279	7	102116828	102111266	-
Nup98	ENSMUSG00000063550	7	102210176	102119398	-
Rhog	ENSMUSG00000073982	7	102256054	102239123	-
Olfr543	ENSMUSG00000044814	7	102481679	102476579	-
Olfr544	ENSMUSG00000043925	7	102488313	102482031	-
Olfr545	ENSMUSG00000044824	7	102499573	102491466	-
Trim21	ENSMUSG00000030966	7	102565486	102557921	-
Olfr551	ENSMUSG00000073974	7	102591886	102583510	-
Olfr553	ENSMUSG00000073972	7	102618218	102611281	-
Trim68	ENSMUSG00000073968	7	102687327	102677582	-
Olfr33	ENSMUSG00000066273	7	102719070	102712151	-
Olfr559	ENSMUSG00000066272	7	102727491	102723207	-
Olfr78	ENSMUSG00000043366	7	102759471	102738511	-
Olfr560	ENSMUSG00000110008	7	102759366	102751818	-
Olfr566	ENSMUSG00000060888	7	102858765	102855337	-
Olfr569	ENSMUSG00000062142	7	102890882	102883709	-
Olfr571	ENSMUSG00000043310	7	102917536	102905090	-
Olfr573-ps1	ENSMUSG00000052785	7	102942575	102941682	-
Olfr575	ENSMUSG00000066269	7	102958775	102952270	-
Olfr577	ENSMUSG00000043354	7	102975943	102971180	-
Olfr578	ENSMUSG00000045792	7	102989324	102981608	-
Olfr586	ENSMUSG00000066268	7	103125638	103118403	-
Olfr589	ENSMUSG00000051362	7	103156356	103154792	-
Olfr591	ENSMUSG00000057461	7	103178340	103167074	-
Usp17ld	ENSMUSG00000057321	7	103252505	103249737	-
Olfr600	ENSMUSG00000045540	7	103349669	103343482	-
Olfr601	ENSMUSG00000109951	7	103362655	103357094	-
Olfr603	ENSMUSG00000059874	7	103386177	103383062	-
Olfr605	ENSMUSG00000109659	7	103445439	103440407	-
Olfr607	ENSMUSG00000081945	7	103464151	103455526	-
Olfr609	ENSMUSG00000046396	7	103498062	103490025	-
Olfr610	ENSMUSG00000045584	7	103512122	103505375	-
Olfr611	ENSMUSG00000096584	7	103520846	103516465	-
Olfr612	ENSMUSG00000094119	7	103542717	103537222	-
Olfr616	ENSMUSG00000047544	7	103569143	103563747	-
Olfr620	ENSMUSG00000045132	7	103612534	103604895	-
Olfr622	ENSMUSG00000050085	7	103642702	103638451	-
Olfr623	ENSMUSG00000099687	7	103663698	103657697	-
Olfr624	ENSMUSG00000045780	7	103671191	103665461	-
Olfr629	ENSMUSG00000047545	7	103744943	103739775	-
Olfr630	ENSMUSG00000050281	7	103757333	103753480	-
Olfr69	ENSMUSG00000058662	7	103771594	103765805	-
Olfr68	ENSMUSG00000061626	7	103779698	103774358	-
Olfr67	ENSMUSG00000047535	7	103791821	103784594	-
Hbb-bt	ENSMUSG00000073940	7	103813996	103812524	-
Hbb-bs	ENSMUSG00000052305	7	103828096	103826534	-
Hbb-bh2	ENSMUSG00000078621	7	103840520	103839124	-
Hbb-bh1	ENSMUSG00000052217	7	103843164	103841637	-
Hbb-y	ENSMUSG00000052187	7	103853216	103851749	-
Olfr66	ENSMUSG00000058200	7	103886252	103879443	-
Olfr64	ENSMUSG00000063615	7	103894485	103889485	-
Olfr639	ENSMUSG00000066263	7	104017303	104006231	-
Olfr640	ENSMUSG00000066262	7	104025573	104018686	-
Olfr642	ENSMUSG00000049797	7	104052666	104046529	-
4930516K23Rik	ENSMUSG00000090219	7	104061445	104053600	-
Olfr644	ENSMUSG00000110012	7	104071869	104066289	-
Olfr645	ENSMUSG00000051340	7	104085465	104081789	-
Ubqln5	ENSMUSG00000055643	7	104129826	104127912	-
Ubqln3	ENSMUSG00000051618	7	104143279	104140623	-
Ubqlnl	ENSMUSG00000051437	7	104150556	104148259	-
Olfm5	ENSMUSG00000044265	7	104164831	104153013	-
Olfr648	ENSMUSG00000042909	7	104183392	104177598	-
Olfr649	ENSMUSG00000044899	7	104195985	104188992	-
Gm47248	ENSMUSG00000111737	7	104262174	104261465	-
Trim5	ENSMUSG00000060441	7	104288094	104263386	-
Trim12a	ENSMUSG00000066258	7	104315466	104299894	-
Trim12c	ENSMUSG00000057143	7	104353362	104338754	-
Trim30b	ENSMUSG00000052749	7	104369884	104355382	-
Trim30c	ENSMUSG00000078616	7	104400837	104382065	-
Trim30a	ENSMUSG00000030921	7	104465193	104409025	-
Trim30d	ENSMUSG00000057596	7	104507849	104470014	-
Olfr655	ENSMUSG00000051182	7	104601779	104595301	-
Olfr658	ENSMUSG00000070421	7	104647305	104642877	-
Usp17le	ENSMUSG00000043073	7	104777470	104768049	-
Usp17lb	ENSMUSG00000062369	7	104842603	104840257	-
Olfr666	ENSMUSG00000063582	7	104895952	104891822	-
Olfr667	ENSMUSG00000056782	7	104921482	104914742	-
Olfr668	ENSMUSG00000057770	7	104928057	104922291	-
Olfr670	ENSMUSG00000044705	7	104962620	104957114	-
Olfr671	ENSMUSG00000094531	7	104979126	104972896	-
Olfr672	ENSMUSG00000051172	7	105002029	104995760	-
Olfr675	ENSMUSG00000096773	7	105028460	105021370	-
Gm45557	ENSMUSG00000110293	7	105080080	105078430	-
Olfr680-ps1	ENSMUSG00000041885	7	105092817	105090702	-
Gm45558	ENSMUSG00000109742	7	105110199	105108305	-
Olfr683	ENSMUSG00000044120	7	105147012	105140839	-
Olfr684	ENSMUSG00000047225	7	105163653	105154692	-
Olfr685	ENSMUSG00000047794	7	105186012	105178416	-
Olfr686	ENSMUSG00000048425	7	105207485	105201858	-
Olfr690	ENSMUSG00000050266	7	105334104	105328225	-
Olfr691	ENSMUSG00000043948	7	105342270	105335509	-
Fam160a2	ENSMUSG00000044465	7	105400054	105371211	-
Cavin3	ENSMUSG00000037060	7	105482300	105480083	-
Apbb1	ENSMUSG00000037032	7	105581653	105558483	-
Hpx	ENSMUSG00000030895	7	105600137	105591613	-
Trim3	ENSMUSG00000036989	7	105633571	105604463	-
Arfip2	ENSMUSG00000030881	7	105640416	105634203	-
Rrp8	ENSMUSG00000030888	7	105737385	105731730	-
Taf10	ENSMUSG00000043866	7	105744361	105739393	-
Tpp1	ENSMUSG00000030894	7	105752235	105744811	-
Dchs1	ENSMUSG00000036862	7	105787654	105752990	-
Mrpl17	ENSMUSG00000030879	7	105811099	105803206	-
Gm4070	ENSMUSG00000078606	7	105953967	105895139	-
Gvin1	ENSMUSG00000045868	7	106215326	106156556	-
Olfr693	ENSMUSG00000051680	7	106680584	106675005	-
Olfr694	ENSMUSG00000064223	7	106691814	106684980	-
Olfr695	ENSMUSG00000108948	7	106716396	106711031	-
Olfr697	ENSMUSG00000051591	7	106742443	106740834	-
Olfr698	ENSMUSG00000059087	7	106755397	106749889	-
Olfr699	ENSMUSG00000096714	7	106793198	106787963	-
Olfr700	ENSMUSG00000094493	7	106808834	106805395	-
4930458B22Rik	ENSMUSG00000109861	7	106814102	106809931	-
Olfr702	ENSMUSG00000056863	7	106833893	106823489	-
Olfr705	ENSMUSG00000109058	7	106876891	106871870	-
Olfr706	ENSMUSG00000109354	7	106888162	106882589	-
Olfr707	ENSMUSG00000069390	7	106901241	106890446	-
Olfr709-ps1	ENSMUSG00000062553	7	106932219	106922874	-
Olfr710	ENSMUSG00000045581	7	106948312	106943911	-
Olfr6	ENSMUSG00000036647	7	106963937	106953251	-
Olfr711	ENSMUSG00000045013	7	106975453	106969694	-
Olfr2	ENSMUSG00000070417	7	107006072	106995399	-
Olfr715b	ENSMUSG00000062987	7	107110369	107103748	-
Olfr715	ENSMUSG00000060503	7	107131083	107125267	-
Cyb5r2	ENSMUSG00000048065	7	107758032	107748455	-
Ovch2	ENSMUSG00000048236	7	107801208	107781544	-
Olfr469	ENSMUSG00000095910	7	107825541	107820566	-
Olfr470	ENSMUSG00000109542	7	107847490	107842905	-
Olfr478	ENSMUSG00000094426	7	108033989	108029965	-
Olfr480	ENSMUSG00000063120	7	108067346	108064878	-
Olfr482	ENSMUSG00000059031	7	108097586	108092999	-
Olfr484	ENSMUSG00000110171	7	108127449	108120691	-
Olfr485	ENSMUSG00000108995	7	108159871	108158918	-
Olfr486	ENSMUSG00000096068	7	108172742	108171798	-
Olfr487	ENSMUSG00000095929	7	108214636	108208868	-
Olfr488	ENSMUSG00000096465	7	108258347	108251617	-
Olfr490	ENSMUSG00000109884	7	108288934	108285893	-
Olfr492	ENSMUSG00000109497	7	108323674	108322730	-
Olfr493	ENSMUSG00000093980	7	108346979	108346035	-
Olfr502	ENSMUSG00000058014	7	108525065	108520825	-
Olfr504	ENSMUSG00000060105	7	108565793	108564836	-
Olfr509	ENSMUSG00000049280	7	108651906	108644336	-
Olfr514	ENSMUSG00000066241	7	108825997	108825065	-
Olfr516	ENSMUSG00000062434	7	108850529	108844788	-
Olfr517	ENSMUSG00000066240	7	108872379	108867208	-
Olfr518	ENSMUSG00000046431	7	108885006	108880188	-
Olfr519	ENSMUSG00000066239	7	108894420	108893461	-
Nlrp10	ENSMUSG00000049709	7	108930178	108921852	-
Ric3	ENSMUSG00000048330	7	109083331	109034312	-
Lmo1	ENSMUSG00000036111	7	109175207	109138572	-
Gm45024	ENSMUSG00000109001	7	109224200	109208301	-
Stk33	ENSMUSG00000031027	7	109439081	109279223	-
Trim66	ENSMUSG00000031026	7	109508134	109449006	-
St5	ENSMUSG00000031024	7	109703605	109523911	-
BC051019	ENSMUSG00000031022	7	109723850	109712181	-
Ascl3	ENSMUSG00000035951	7	109731726	109727465	-
Tmem9b	ENSMUSG00000031021	7	109752875	109735834	-
Nrip3	ENSMUSG00000034825	7	109782025	109758055	-
Scube2	ENSMUSG00000007279	7	109865679	109798676	-
